	input	translation
220194	Q13362	R-HSA-5467337
220195	Q13362	R-HSA-5467340
220196	Q13362	R-HSA-5467348
220197	Q13362	R-HSA-5663220
220198	Q13362	R-HSA-5673000
220199	Q13362	R-HSA-5675221
220200	Q13362	R-HSA-6804757
220201	Q13362	R-HSA-6811558
220202	Q13362	R-HSA-68877
220203	Q13362	R-HSA-9648025
220204	Q13363	R-HSA-3769402
220205	Q13363	R-HSA-3899300
220206	Q13363	R-HSA-4641265
220207	Q13363	R-HSA-5339700
220208	Q13370	R-HSA-165160
220209	Q13370	R-HSA-165160
220210	Q13370	R-HSA-418555
220211	Q13371	R-HSA-6814122
220212	Q13393	R-HSA-1483148
220213	Q13393	R-HSA-1483166
220214	Q13393	R-HSA-2029485
220215	Q13393	R-HSA-6798695
220216	Q13393	R-HSA-8980692
220217	Q13393	R-HSA-9013148
220218	Q13393	R-HSA-9013149
220219	Q13393	R-HSA-9013408
220220	Q13398	R-HSA-212436
220221	Q13402	R-HSA-2453902
220222	Q13402	R-HSA-9662360
220223	Q13402	R-HSA-9662361
220224	Q13404	R-HSA-168638
220225	Q13404	R-HSA-168927
220226	Q13404	R-HSA-202424
220227	Q13404	R-HSA-2871837
220228	Q13404	R-HSA-445989
220229	Q13404	R-HSA-450302
220230	Q13404	R-HSA-450321
220231	Q13404	R-HSA-5607764
220232	Q13404	R-HSA-9020702
220233	Q13404	R-HSA-937039
220234	Q13404	R-HSA-937041
220235	Q13404	R-HSA-9646399
220236	Q13404	R-HSA-9646399
220237	Q13404	R-HSA-9705671
220238	Q13404	R-HSA-975110
220239	Q13404	R-HSA-975144
220240	Q13404	R-HSA-983168
220241	Q13405	R-HSA-5368286
220242	Q13405	R-HSA-5389840
220243	Q13405	R-HSA-5389840
220244	Q13405	R-HSA-5419276
220245	Q13409	R-HSA-141444
220246	Q13409	R-HSA-2132295
220247	Q13409	R-HSA-2467813
220248	Q13409	R-HSA-2500257
220249	Q13409	R-HSA-2565942
220250	Q13409	R-HSA-3371497
220251	Q13409	R-HSA-380259
220252	Q13409	R-HSA-380270
220253	Q13409	R-HSA-380284
220254	Q13409	R-HSA-380320
220255	Q13409	R-HSA-5620912
220256	Q13409	R-HSA-5663220
220257	Q13409	R-HSA-6807878
220258	Q13409	R-HSA-6811436
220259	Q13409	R-HSA-68877
220260	Q13409	R-HSA-8854518
220261	Q13409	R-HSA-9609690
220262	Q13409	R-HSA-9646399
220263	Q13409	R-HSA-9646399
220264	Q13409	R-HSA-9648025
220265	Q13410	R-HSA-8851680
220266	Q13415	R-HSA-113507
220267	Q13415	R-HSA-176187
220268	Q13415	R-HSA-68616
220269	Q13415	R-HSA-68689
220270	Q13415	R-HSA-68867
220271	Q13415	R-HSA-68949
220272	Q13415	R-HSA-68962
220273	Q13415	R-HSA-69205
220274	Q13416	R-HSA-113507
220275	Q13416	R-HSA-176187
220276	Q13416	R-HSA-68616
220277	Q13416	R-HSA-68689
220278	Q13416	R-HSA-68867
220279	Q13416	R-HSA-68949
220280	Q13416	R-HSA-68962
220281	Q13418	R-HSA-446343
220282	Q13418	R-HSA-446353
220283	Q13421	R-HSA-163125
220284	Q13421	R-HSA-381426
220285	Q13421	R-HSA-8957275
220286	Q13422-1	R-HSA-9013508
220287	Q13423	R-HSA-71403
220288	Q13426	R-HSA-164843
220289	Q13426	R-HSA-3108214
220290	Q13426	R-HSA-5693571
220291	Q13433	R-HSA-442380
220292	Q13435	R-HSA-72163
220293	Q13435	R-HSA-72165
220294	Q13438	R-HSA-382556
220295	Q13438	R-HSA-5358346
220296	Q13438	R-HSA-5362768
220297	Q13438	R-HSA-5678895
220298	Q13438	R-HSA-901032
220299	Q13439	R-HSA-6811440
220300	Q13439	R-HSA-9673768
220301	Q13442	R-HSA-6798695
220302	Q13443	R-HSA-1442490
220303	Q13444	R-HSA-1474228
220304	Q13444	R-HSA-8941237
220305	Q13449	R-HSA-163125
220306	Q13451	R-HSA-3371497
220307	Q13451	R-HSA-8939211
220308	Q13451	R-HSA-9022699
220309	Q13454	R-HSA-446203
220310	Q13454	R-HSA-5223345
220311	Q13454	R-HSA-9694548
220312	Q13459	R-HSA-2029482
220313	Q13459	R-HSA-8980692
220314	Q13459	R-HSA-8985586
220315	Q13459	R-HSA-9013026
220316	Q13459	R-HSA-9013106
220317	Q13459	R-HSA-9013148
220318	Q13459	R-HSA-9013149
220319	Q13459	R-HSA-9035034
220320	Q13459	R-HSA-9664422
220321	Q13464	R-HSA-111465
220322	Q13464	R-HSA-3928662
220323	Q13464	R-HSA-3928662
220324	Q13464	R-HSA-3928663
220325	Q13464	R-HSA-416482
220326	Q13464	R-HSA-416572
220327	Q13464	R-HSA-416572
220328	Q13464	R-HSA-4420097
220329	Q13464	R-HSA-5627117
220330	Q13464	R-HSA-5627117
220331	Q13464	R-HSA-6798695
220332	Q13464	R-HSA-8980692
220333	Q13464	R-HSA-9013026
220334	Q13464	R-HSA-9013106
220335	Q13464	R-HSA-9013407
220336	Q13464	R-HSA-9013422
220337	Q13464	R-HSA-9679191
220338	Q13464	R-HSA-9696264
220339	Q13467	R-HSA-373080
220340	Q13467	R-HSA-4086398
220341	Q13467	R-HSA-4086398
220342	Q13467	R-HSA-4608870
220343	Q13467	R-HSA-4641262
220344	Q13467	R-HSA-4641263
220345	Q13467	R-HSA-5140745
220346	Q13467	R-HSA-5340588
220347	Q13469	R-HSA-2025928
220348	Q13469	R-HSA-2025928
220349	Q13469	R-HSA-2871809
220350	Q13469	R-HSA-5607763
220351	Q13469	R-HSA-8877330
220352	Q13472	R-HSA-5685938
220353	Q13472	R-HSA-5685942
220354	Q13472	R-HSA-5693554
220355	Q13472	R-HSA-5693568
220356	Q13472	R-HSA-5693579
220357	Q13472	R-HSA-5693607
220358	Q13472	R-HSA-5693616
220359	Q13472	R-HSA-6804756
220360	Q13472	R-HSA-69473
220361	Q13472	R-HSA-912446
220362	Q13472	R-HSA-9701192
220363	Q13472	R-HSA-9704331
220364	Q13472	R-HSA-9704646
220365	Q13472	R-HSA-9709570
220366	Q13472	R-HSA-9709603
220367	Q13474	R-HSA-9619665
220368	Q13477-1	R-HSA-198933
220369	Q13477-1	R-HSA-216083
220370	Q13478	R-HSA-9008059
220371	Q13478	R-HSA-9012546
220372	Q13480	R-HSA-109704
220373	Q13480	R-HSA-1236382
220374	Q13480	R-HSA-1257604
220375	Q13480	R-HSA-180292
220376	Q13480	R-HSA-1963642
220377	Q13480	R-HSA-2219530
220378	Q13480	R-HSA-5637810
220379	Q13480	R-HSA-5654689
220380	Q13480	R-HSA-5654695
220381	Q13480	R-HSA-5654710
220382	Q13480	R-HSA-5654720
220383	Q13480	R-HSA-5655253
220384	Q13480	R-HSA-5655291
220385	Q13480	R-HSA-5655302
220386	Q13480	R-HSA-5655332
220387	Q13480	R-HSA-6811558
220388	Q13480	R-HSA-8851907
220389	Q13480	R-HSA-8853659
220390	Q13480	R-HSA-8865999
220391	Q13480	R-HSA-8875555
220392	Q13480	R-HSA-8875656
220393	Q13480	R-HSA-9027276
220394	Q13480	R-HSA-9028335
220395	Q13480	R-HSA-9664565
220396	Q13480	R-HSA-9665348
220397	Q13485	R-HSA-1181150
220398	Q13485	R-HSA-1181150
220399	Q13485	R-HSA-1502540
220400	Q13485	R-HSA-1502540
220401	Q13485	R-HSA-201451
220402	Q13485	R-HSA-2173789
220403	Q13485	R-HSA-2173795
220404	Q13485	R-HSA-2173795
220405	Q13485	R-HSA-2173796
220406	Q13485	R-HSA-3311021
220407	Q13485	R-HSA-3315487
220408	Q13485	R-HSA-452723
220409	Q13485	R-HSA-5689880
220410	Q13485	R-HSA-8941326
220411	Q13485	R-HSA-8941855
220412	Q13485	R-HSA-8952158
220413	Q13485	R-HSA-9615017
220414	Q13485	R-HSA-9617828
220415	Q13485	R-HSA-9617828
220416	Q13485	R-HSA-9754189
220417	Q13487	R-HSA-6807505
220418	Q13487	R-HSA-6807505
220419	Q13487	R-HSA-749476
220420	Q13487	R-HSA-76071
220421	Q13487	R-HSA-76071
220422	Q13488	R-HSA-1222556
220423	Q13488	R-HSA-6798695
220424	Q13488	R-HSA-77387
220425	Q13488	R-HSA-917977
220426	Q13488	R-HSA-9639288
220427	Q13488	R-HSA-983712
220428	Q13489	R-HSA-168638
220429	Q13489	R-HSA-168927
220430	Q13489	R-HSA-5213460
220431	Q13489	R-HSA-5357905
220432	Q13489	R-HSA-5357956
220433	Q13489	R-HSA-5668541
220434	Q13489	R-HSA-5675482
220435	Q13489	R-HSA-5676594
220436	Q13489	R-HSA-5689880
220437	Q13489	R-HSA-937041
220438	Q13490	R-HSA-111465
220439	Q13490	R-HSA-168638
220440	Q13490	R-HSA-168927
220441	Q13490	R-HSA-5213460
220442	Q13490	R-HSA-5357905
220443	Q13490	R-HSA-5357956
220444	Q13490	R-HSA-5668541
220445	Q13490	R-HSA-5675482
220446	Q13490	R-HSA-5676594
220447	Q13490	R-HSA-5689880
220448	Q13490	R-HSA-937041
220449	Q13492	R-HSA-432722
220450	Q13492	R-HSA-8856825
220451	Q13492	R-HSA-8856828
220452	Q13492	R-HSA-9696264
220453	Q13495	R-HSA-1912408
220454	Q13495	R-HSA-1912408
220455	Q13495	R-HSA-210744
220456	Q13495	R-HSA-2122947
220457	Q13495	R-HSA-2122947
220458	Q13495	R-HSA-2197563
220459	Q13495	R-HSA-2197563
220460	Q13495	R-HSA-2644606
220461	Q13495	R-HSA-2894862
220462	Q13495	R-HSA-350054
220463	Q13495	R-HSA-8941856
220464	Q13495	R-HSA-8941856
220465	Q13495	R-HSA-9013508
220466	Q13495	R-HSA-9013508
220467	Q13495	R-HSA-9013695
220468	Q13495	R-HSA-9013695
220469	Q13496	R-HSA-1660499
220470	Q13496	R-HSA-1660516
220471	Q13496	R-HSA-1660517
220472	Q13501	R-HSA-205043
220473	Q13501	R-HSA-209543
220474	Q13501	R-HSA-209560
220475	Q13501	R-HSA-5205685
220476	Q13501	R-HSA-8951664
220477	Q13501	R-HSA-9020702
220478	Q13501	R-HSA-9664873
220479	Q13501	R-HSA-9725370
220480	Q13501	R-HSA-9755511
220481	Q13501	R-HSA-9759194
220482	Q13503	R-HSA-1989781
220483	Q13503	R-HSA-381340
220484	Q13503	R-HSA-381340
220485	Q13505	R-HSA-1268020
220486	Q13505	R-HSA-8949613
220487	Q13505	R-HSA-9013404
220488	Q13506	R-HSA-9031628
220489	Q13506	R-HSA-9619665
220490	Q13507	R-HSA-114508
220491	Q13507	R-HSA-139853
220492	Q13507	R-HSA-3295583
220493	Q13507	R-HSA-418890
220494	Q13507	R-HSA-9022699
220495	Q13508	R-HSA-163125
220496	Q13509	R-HSA-1445148
220497	Q13509	R-HSA-190840
220498	Q13509	R-HSA-190861
220499	Q13509	R-HSA-2132295
220500	Q13509	R-HSA-2467813
220501	Q13509	R-HSA-2500257
220502	Q13509	R-HSA-3371497
220503	Q13509	R-HSA-380320
220504	Q13509	R-HSA-389957
220505	Q13509	R-HSA-389960
220506	Q13509	R-HSA-389977
220507	Q13509	R-HSA-437239
220508	Q13509	R-HSA-437239
220509	Q13509	R-HSA-5610787
220510	Q13509	R-HSA-5617833
220511	Q13509	R-HSA-5620924
220512	Q13509	R-HSA-5626467
220513	Q13509	R-HSA-5663220
220514	Q13509	R-HSA-6807878
220515	Q13509	R-HSA-6811434
220516	Q13509	R-HSA-6811436
220517	Q13509	R-HSA-68877
220518	Q13509	R-HSA-8852276
220519	Q13509	R-HSA-8955332
220520	Q13509	R-HSA-8955332
220521	Q13509	R-HSA-9609690
220522	Q13509	R-HSA-9609736
220523	Q13509	R-HSA-9619483
220524	Q13509	R-HSA-9646399
220525	Q13509	R-HSA-9646399
220526	Q13509	R-HSA-9648025
220527	Q13509	R-HSA-9668328
220528	Q13509	R-HSA-983189
220529	Q13510	R-HSA-1660662
220530	Q13510	R-HSA-6798695
220531	Q13519	R-HSA-375276
220532	Q13519	R-HSA-418594
220533	Q13520	R-HSA-432047
220534	Q13526	R-HSA-1169408
220535	Q13526	R-HSA-5668599
220536	Q13526	R-HSA-6804756
220537	Q13526	R-HSA-6811555
220538	Q13526	R-HSA-936440
220539	Q13530	R-HSA-977347
220540	Q13535	R-HSA-1221632
220541	Q13535	R-HSA-176187
220542	Q13535	R-HSA-3371453
220543	Q13535	R-HSA-5685938
220544	Q13535	R-HSA-5693607
220545	Q13535	R-HSA-5693616
220546	Q13535	R-HSA-6783310
220547	Q13535	R-HSA-6796648
220548	Q13535	R-HSA-6804756
220549	Q13535	R-HSA-69473
220550	Q13535	R-HSA-9709570
220551	Q13541	R-HSA-166208
220552	Q13541	R-HSA-72662
220553	Q13546	R-HSA-140534
220554	Q13546	R-HSA-168927
220555	Q13546	R-HSA-1810476
220556	Q13546	R-HSA-2562578
220557	Q13546	R-HSA-3295583
220558	Q13546	R-HSA-3371378
220559	Q13546	R-HSA-5213460
220560	Q13546	R-HSA-5218900
220561	Q13546	R-HSA-5357786
220562	Q13546	R-HSA-5357905
220563	Q13546	R-HSA-5357956
220564	Q13546	R-HSA-5675482
220565	Q13546	R-HSA-5689880
220566	Q13546	R-HSA-5689896
220567	Q13546	R-HSA-69416
220568	Q13546	R-HSA-75893
220569	Q13546	R-HSA-9013957
220570	Q13546	R-HSA-933543
220571	Q13546	R-HSA-937041
220572	Q13546	R-HSA-9679191
220573	Q13546	R-HSA-9686347
220574	Q13546	R-HSA-9693928
220575	Q13547	R-HSA-1362277
220576	Q13547	R-HSA-1362300
220577	Q13547	R-HSA-1538133
220578	Q13547	R-HSA-193670
220579	Q13547	R-HSA-201722
220580	Q13547	R-HSA-2122947
220581	Q13547	R-HSA-2173795
220582	Q13547	R-HSA-2173796
220583	Q13547	R-HSA-2644606
220584	Q13547	R-HSA-2894862
220585	Q13547	R-HSA-3214815
220586	Q13547	R-HSA-350054
220587	Q13547	R-HSA-3769402
220588	Q13547	R-HSA-427389
220589	Q13547	R-HSA-427413
220590	Q13547	R-HSA-4551638
220591	Q13547	R-HSA-4641265
220592	Q13547	R-HSA-4641265
220593	Q13547	R-HSA-6804758
220594	Q13547	R-HSA-69205
220595	Q13547	R-HSA-73762
220596	Q13547	R-HSA-8936459
220597	Q13547	R-HSA-8943724
220598	Q13547	R-HSA-8943724
220599	Q13547	R-HSA-9018519
220600	Q13547	R-HSA-9022538
220601	Q13547	R-HSA-9022692
220602	Q13547	R-HSA-9022699
220603	Q13547	R-HSA-9022702
220604	Q13547	R-HSA-9615017
220605	Q13547	R-HSA-9679191
220606	Q13547	R-HSA-9701898
220607	Q13547	R-HSA-983231
220608	Q13554	R-HSA-111932
220609	Q13554	R-HSA-3371571
220610	Q13554	R-HSA-399719
220611	Q13554	R-HSA-438066
220612	Q13554	R-HSA-438066
220613	Q13554	R-HSA-442729
220614	Q13554	R-HSA-442982
220615	Q13554	R-HSA-5576892
220616	Q13554	R-HSA-5578775
220617	Q13554	R-HSA-5673000
220618	Q13554	R-HSA-5673001
220619	Q13554	R-HSA-6802946
220620	Q13554	R-HSA-6802952
220621	Q13554	R-HSA-6802955
220622	Q13554	R-HSA-877300
220623	Q13554	R-HSA-9022692
220624	Q13554	R-HSA-936837
220625	Q13554	R-HSA-9609736
220626	Q13554	R-HSA-9617324
220627	Q13554	R-HSA-9620244
220628	Q13554	R-HSA-9649948
220629	Q13554	R-HSA-9656223
220630	Q13555	R-HSA-111932
220631	Q13555	R-HSA-3371571
220632	Q13555	R-HSA-399719
220633	Q13555	R-HSA-438066
220634	Q13555	R-HSA-438066
220635	Q13555	R-HSA-442729
220636	Q13555	R-HSA-442982
220637	Q13555	R-HSA-5576892
220638	Q13555	R-HSA-5578775
220639	Q13555	R-HSA-5673000
220640	Q13555	R-HSA-5673001
220641	Q13555	R-HSA-6802946
220642	Q13555	R-HSA-6802952
220643	Q13555	R-HSA-6802955
220644	Q13555	R-HSA-877300
220645	Q13555	R-HSA-9022692
220646	Q13555	R-HSA-936837
220647	Q13555	R-HSA-9609736
220648	Q13555	R-HSA-9617324
220649	Q13555	R-HSA-9620244
220650	Q13555	R-HSA-9649948
220651	Q13555	R-HSA-9656223
220652	Q13557	R-HSA-111932
220653	Q13557	R-HSA-3371571
220654	Q13557	R-HSA-399719
220655	Q13557	R-HSA-438066
220656	Q13557	R-HSA-438066
220657	Q13557	R-HSA-442982
220658	Q13557	R-HSA-5576892
220659	Q13557	R-HSA-5578775
220660	Q13557	R-HSA-5673000
220661	Q13557	R-HSA-5673001
220662	Q13557	R-HSA-6802946
220663	Q13557	R-HSA-6802952
220664	Q13557	R-HSA-6802955
220665	Q13557	R-HSA-877300
220666	Q13557	R-HSA-9022692
220667	Q13557	R-HSA-936837
220668	Q13557	R-HSA-9609736
220669	Q13557	R-HSA-9617324
220670	Q13557	R-HSA-9620244
220671	Q13557	R-HSA-9649948
220672	Q13557	R-HSA-9656223
220673	Q13561	R-HSA-2132295
220674	Q13561	R-HSA-2565942
220675	Q13561	R-HSA-3371497
220676	Q13561	R-HSA-380259
220677	Q13561	R-HSA-380270
220678	Q13561	R-HSA-380284
220679	Q13561	R-HSA-380320
220680	Q13561	R-HSA-5620912
220681	Q13561	R-HSA-6807878
220682	Q13561	R-HSA-6811436
220683	Q13561	R-HSA-8854518
220684	Q13562	R-HSA-210745
220685	Q13562	R-HSA-210746
220686	Q13563	R-HSA-5620916
220687	Q13563	R-HSA-5620916
220688	Q13564	R-HSA-8951664
220689	Q13568	R-HSA-877300
220690	Q13568	R-HSA-909733
220691	Q13569	R-HSA-110328
220692	Q13569	R-HSA-110329
220693	Q13569	R-HSA-110357
220694	Q13569	R-HSA-3108214
220695	Q13569	R-HSA-5221030
220696	Q13572	R-HSA-1855167
220697	Q13572	R-HSA-1855204
220698	Q13572	R-HSA-983231
220699	Q13573	R-HSA-1912408
220700	Q13573	R-HSA-1912408
220701	Q13573	R-HSA-210744
220702	Q13573	R-HSA-2122947
220703	Q13573	R-HSA-2122947
220704	Q13573	R-HSA-2173795
220705	Q13573	R-HSA-2644606
220706	Q13573	R-HSA-2894862
220707	Q13573	R-HSA-350054
220708	Q13573	R-HSA-72163
220709	Q13573	R-HSA-8941856
220710	Q13573	R-HSA-8941856
220711	Q13573	R-HSA-9013508
220712	Q13573	R-HSA-9013508
220713	Q13573	R-HSA-9013695
220714	Q13574	R-HSA-114508
220715	Q13576	R-HSA-5626467
220716	Q13576	R-HSA-6798695
220717	Q13576	R-HSA-9013148
220718	Q13576	R-HSA-9013149
220719	Q13576	R-HSA-9013408
220720	Q13586	R-HSA-139853
220721	Q13586	R-HSA-5578775
220722	Q13586	R-HSA-5578775
220723	Q13586	R-HSA-983695
220724	Q13586	R-HSA-983695
220725	Q13588	R-HSA-1433557
220726	Q13591	R-HSA-416700
220727	Q13591	R-HSA-5083635
220728	Q13591	R-HSA-5173214
220729	Q13601	R-HSA-6790901
220730	Q13601	R-HSA-6791226
220731	Q13606	R-HSA-9752946
220732	Q13607	R-HSA-381753
220733	Q13607	R-HSA-381753
220734	Q13607	R-HSA-9752946
220735	Q13608	R-HSA-9033241
220736	Q13608	R-HSA-9033241
220737	Q13613	R-HSA-1660499
220738	Q13613	R-HSA-9035034
220739	Q13614	R-HSA-1483248
220740	Q13614	R-HSA-1660499
220741	Q13614	R-HSA-1660516
220742	Q13614	R-HSA-1660516
220743	Q13614	R-HSA-1660517
220744	Q13615	R-HSA-1632852
220745	Q13615	R-HSA-1660499
220746	Q13616	R-HSA-1169091
220747	Q13616	R-HSA-1170546
220748	Q13616	R-HSA-174113
220749	Q13616	R-HSA-187577
220750	Q13616	R-HSA-195253
220751	Q13616	R-HSA-202424
220752	Q13616	R-HSA-2122947
220753	Q13616	R-HSA-2565942
220754	Q13616	R-HSA-2644606
220755	Q13616	R-HSA-2644607
220756	Q13616	R-HSA-2871837
220757	Q13616	R-HSA-2894862
220758	Q13616	R-HSA-400253
220759	Q13616	R-HSA-5607761
220760	Q13616	R-HSA-5607764
220761	Q13616	R-HSA-5610780
220762	Q13616	R-HSA-5610783
220763	Q13616	R-HSA-5610785
220764	Q13616	R-HSA-5676590
220765	Q13616	R-HSA-5684264
220766	Q13616	R-HSA-68949
220767	Q13616	R-HSA-69231
220768	Q13616	R-HSA-8854050
220769	Q13616	R-HSA-8939902
220770	Q13616	R-HSA-8939902
220771	Q13616	R-HSA-8951664
220772	Q13616	R-HSA-9020702
220773	Q13616	R-HSA-917937
220774	Q13616	R-HSA-9604323
220775	Q13616	R-HSA-9708530
220776	Q13616	R-HSA-9725371
220777	Q13616	R-HSA-9762114
220778	Q13616	R-HSA-983168
220779	Q13617	R-HSA-1234176
220780	Q13617	R-HSA-1234176
220781	Q13617	R-HSA-8951664
220782	Q13617	R-HSA-9010553
220783	Q13617	R-HSA-983168
220784	Q13618	R-HSA-4641258
220785	Q13618	R-HSA-5632684
220786	Q13618	R-HSA-5658442
220787	Q13618	R-HSA-8951664
220788	Q13618	R-HSA-9013418
220789	Q13618	R-HSA-9013422
220790	Q13618	R-HSA-9679191
220791	Q13618	R-HSA-9706019
220792	Q13618	R-HSA-9755511
220793	Q13618	R-HSA-983168
220794	Q13619	R-HSA-110314
220795	Q13619	R-HSA-5696394
220796	Q13619	R-HSA-5696395
220797	Q13619	R-HSA-5696400
220798	Q13619	R-HSA-6781823
220799	Q13619	R-HSA-6781827
220800	Q13619	R-HSA-6782135
220801	Q13619	R-HSA-6782210
220802	Q13619	R-HSA-8951664
220803	Q13620	R-HSA-110314
220804	Q13620	R-HSA-5696394
220805	Q13620	R-HSA-5696395
220806	Q13620	R-HSA-5696400
220807	Q13620	R-HSA-6781823
220808	Q13620	R-HSA-6781827
220809	Q13620	R-HSA-6782135
220810	Q13620	R-HSA-6782210
220811	Q13620	R-HSA-8951664
220812	Q13621	R-HSA-426117
220813	Q13621	R-HSA-5619104
220814	Q13625	R-HSA-139915
220815	Q13625	R-HSA-6803204
220816	Q13625	R-HSA-6803205
220817	Q13625	R-HSA-6803211
220818	Q13625	R-HSA-6804759
220819	Q13627	R-HSA-1538133
220820	Q13630	R-HSA-6787639
220821	Q13634	R-HSA-418990
220822	Q13635	R-HSA-373080
220823	Q13635	R-HSA-5610787
220824	Q13635	R-HSA-5632681
220825	Q13635	R-HSA-5632681
220826	Q13635	R-HSA-5632684
220827	Q13635	R-HSA-5632684
220828	Q13635	R-HSA-5635838
220829	Q13636	R-HSA-6798695
220830	Q13636	R-HSA-8873719
220831	Q13636	R-HSA-8876198
220832	Q13637	R-HSA-8873719
220833	Q13637	R-HSA-8876198
220834	Q13639	R-HSA-390666
220835	Q13639	R-HSA-418555
220836	Q13639	R-HSA-9660821
220837	Q13651	R-HSA-6783783
220838	Q13671	R-HSA-8876198
220839	Q13683	R-HSA-216083
220840	Q13683	R-HSA-3000157
220841	Q13683	R-HSA-3000157
220842	Q13683	R-HSA-3000178
220843	Q13685	R-HSA-168638
220844	Q13685	R-HSA-177929
220845	Q13685	R-HSA-194138
220846	Q13685	R-HSA-428930
220847	Q13698	R-HSA-419037
220848	Q13705	R-HSA-1181150
220849	Q13705	R-HSA-1433617
220850	Q13705	R-HSA-1502540
220851	Q13705	R-HSA-1502540
220852	Q13705	R-HSA-201451
220853	Q13724	R-HSA-4793954
220854	Q13724	R-HSA-532668
220855	Q13724	R-HSA-9683686
220856	Q13724	R-HSA-9694548
220857	Q13733	R-HSA-5578775
220858	Q13733	R-HSA-936837
220859	Q13733	R-HSA-9679191
220860	Q13740	R-HSA-373760
220861	Q13751	R-HSA-1474228
220862	Q13751	R-HSA-1474228
220863	Q13751	R-HSA-2022090
220864	Q13751	R-HSA-2214320
220865	Q13751	R-HSA-3000157
220866	Q13751	R-HSA-3000157
220867	Q13751	R-HSA-3000171
220868	Q13751	R-HSA-446107
220869	Q13751	R-HSA-8874081
220870	Q13753	R-HSA-1474228
220871	Q13753	R-HSA-1474228
220872	Q13753	R-HSA-2022090
220873	Q13753	R-HSA-2214320
220874	Q13753	R-HSA-3000157
220875	Q13753	R-HSA-3000157
220876	Q13753	R-HSA-3000171
220877	Q13753	R-HSA-446107
220878	Q13753	R-HSA-8874081
220879	Q13761	R-HSA-4411364
220880	Q13761	R-HSA-8941855
220881	Q13761	R-HSA-8941856
220882	Q13761	R-HSA-8941858
220883	Q13761	R-HSA-8949275
220884	Q13761	R-HSA-8949275
220885	Q13761	R-HSA-8951430
220886	Q13761	R-HSA-8951671
220887	Q13761	R-HSA-8951911
220888	Q13761	R-HSA-8951936
220889	Q13761	R-HSA-8952158
220890	Q13769	R-HSA-159236
220891	Q13769	R-HSA-72187
220892	Q13769	R-HSA-73856
220893	Q13790	R-HSA-8964041
220894	Q13794	R-HSA-111448
220895	Q13794	R-HSA-111453
220896	Q13794	R-HSA-6803204
220897	Q13795	R-HSA-6811440
220898	Q13795	R-HSA-6811440
220899	Q13797	R-HSA-216083
220900	Q13797	R-HSA-216083
220901	Q13797	R-HSA-3000178
220902	Q13797	R-HSA-445144
220903	Q13813	R-HSA-264870
220904	Q13813	R-HSA-373753
220905	Q13813	R-HSA-375165
220906	Q13813	R-HSA-375165
220907	Q13813	R-HSA-445095
220908	Q13813	R-HSA-445095
220909	Q13813	R-HSA-5673001
220910	Q13813	R-HSA-6798695
220911	Q13813	R-HSA-6807878
220912	Q13813	R-HSA-9013420
220913	Q13813	R-HSA-9013424
220914	Q13813	R-HSA-9662360
220915	Q13813	R-HSA-9662361
220916	Q13822	R-HSA-199220
220917	Q13825	R-HSA-70895
220918	Q13829	R-HSA-9696264
220919	Q13829	R-HSA-9696270
220920	Q13835	R-HSA-351906
220921	Q13835	R-HSA-6798695
220922	Q13835	R-HSA-6805567
220923	Q13835	R-HSA-6809371
220924	Q13838	R-HSA-159236
220925	Q13838	R-HSA-72187
220926	Q13838	R-HSA-73856
220927	Q13838	R-HSA-9013418
220928	Q13867	R-HSA-983168
220929	Q13868	R-HSA-380994
220930	Q13868	R-HSA-429958
220931	Q13868	R-HSA-450385
220932	Q13868	R-HSA-450513
220933	Q13868	R-HSA-450604
220934	Q13868	R-HSA-6791226
220935	Q13873	R-HSA-201451
220936	Q13875	R-HSA-8986944
220937	Q13882	R-HSA-187577
220938	Q13882	R-HSA-69231
220939	Q13882	R-HSA-8847993
220940	Q13882	R-HSA-8849468
220941	Q13882	R-HSA-8849469
220942	Q13882	R-HSA-8849470
220943	Q13882	R-HSA-8849471
220944	Q13882	R-HSA-8849472
220945	Q13882	R-HSA-8849473
220946	Q13882	R-HSA-8849474
220947	Q13882	R-HSA-8857538
220948	Q13882	R-HSA-9707564
220949	Q13885	R-HSA-1445148
220950	Q13885	R-HSA-190840
220951	Q13885	R-HSA-190861
220952	Q13885	R-HSA-2132295
220953	Q13885	R-HSA-2467813
220954	Q13885	R-HSA-2500257
220955	Q13885	R-HSA-3371497
220956	Q13885	R-HSA-380320
220957	Q13885	R-HSA-389957
220958	Q13885	R-HSA-389960
220959	Q13885	R-HSA-389977
220960	Q13885	R-HSA-437239
220961	Q13885	R-HSA-437239
220962	Q13885	R-HSA-5610787
220963	Q13885	R-HSA-5617833
220964	Q13885	R-HSA-5620924
220965	Q13885	R-HSA-5626467
220966	Q13885	R-HSA-5663220
220967	Q13885	R-HSA-6807878
220968	Q13885	R-HSA-6811434
220969	Q13885	R-HSA-6811436
220970	Q13885	R-HSA-68877
220971	Q13885	R-HSA-8852276
220972	Q13885	R-HSA-8955332
220973	Q13885	R-HSA-8955332
220974	Q13885	R-HSA-9609690
220975	Q13885	R-HSA-9609736
220976	Q13885	R-HSA-9619483
220977	Q13885	R-HSA-9646399
220978	Q13885	R-HSA-9646399
220979	Q13885	R-HSA-9648025
220980	Q13885	R-HSA-9668328
220981	Q13885	R-HSA-983189
220982	Q13887	R-HSA-381340
220983	Q13887	R-HSA-9616222
