parent	child
R-HSA-5619084	R-HSA-5678895
R-HSA-5619084	R-HSA-5679001
R-HSA-5619084	R-HSA-5679090
R-HSA-5619084	R-HSA-5679096
R-HSA-5619084	R-HSA-5682113
R-HSA-5619084	R-HSA-5682294
R-HSA-5619084	R-HSA-5683177
R-HSA-5619084	R-HSA-5683329
R-HSA-5619084	R-HSA-5683371
R-HSA-5619084	R-HSA-5683678
R-HSA-5619084	R-HSA-5684045
R-HSA-5619084	R-HSA-5690338
R-HSA-5619102	R-HSA-3560792
R-HSA-5619102	R-HSA-5619035
R-HSA-5619102	R-HSA-5619036
R-HSA-5619102	R-HSA-5619037
R-HSA-5619102	R-HSA-5619039
R-HSA-5619102	R-HSA-5619040
R-HSA-5619102	R-HSA-5619041
R-HSA-5619102	R-HSA-5619042
R-HSA-5619102	R-HSA-5619043
R-HSA-5619102	R-HSA-5619044
R-HSA-5619102	R-HSA-5619045
R-HSA-5619102	R-HSA-5619046
R-HSA-5619102	R-HSA-5619047
R-HSA-5619102	R-HSA-5619048
R-HSA-5619102	R-HSA-5619049
R-HSA-5619102	R-HSA-5619050
R-HSA-5619102	R-HSA-5619052
R-HSA-5619102	R-HSA-5619053
R-HSA-5619102	R-HSA-5619054
R-HSA-5619102	R-HSA-5619055
R-HSA-5619102	R-HSA-5619056
R-HSA-5619102	R-HSA-5619058
R-HSA-5619102	R-HSA-5619060
R-HSA-5619102	R-HSA-5619061
R-HSA-5619102	R-HSA-5619062
R-HSA-5619102	R-HSA-5619063
R-HSA-5619102	R-HSA-5619066
R-HSA-5619102	R-HSA-5619067
R-HSA-5619102	R-HSA-5619068
R-HSA-5619102	R-HSA-5619070
R-HSA-5619102	R-HSA-5619071
R-HSA-5619102	R-HSA-5619072
R-HSA-5619102	R-HSA-5619073
R-HSA-5619102	R-HSA-5619076
R-HSA-5619102	R-HSA-5619077
R-HSA-5619102	R-HSA-5619078
R-HSA-5619102	R-HSA-5619079
R-HSA-5619102	R-HSA-5619081
R-HSA-5619102	R-HSA-5619083
R-HSA-5619102	R-HSA-5619085
R-HSA-5619102	R-HSA-5619087
R-HSA-5619102	R-HSA-5619088
R-HSA-5619102	R-HSA-5619089
R-HSA-5619102	R-HSA-5619092
R-HSA-5619102	R-HSA-5619094
R-HSA-5619102	R-HSA-5619095
R-HSA-5619102	R-HSA-5619096
R-HSA-5619102	R-HSA-5619097
R-HSA-5619102	R-HSA-5619098
R-HSA-5619102	R-HSA-5619099
R-HSA-5619102	R-HSA-5619101
R-HSA-5619102	R-HSA-5619104
R-HSA-5619102	R-HSA-5619107
R-HSA-5619102	R-HSA-5619108
R-HSA-5619102	R-HSA-5619109
R-HSA-5619102	R-HSA-5619110
R-HSA-5619102	R-HSA-5619111
R-HSA-5619102	R-HSA-5619113
R-HSA-5619102	R-HSA-5619114
R-HSA-5619102	R-HSA-5655799
R-HSA-5619102	R-HSA-5656364
R-HSA-5619102	R-HSA-5658208
R-HSA-5619102	R-HSA-5658471
R-HSA-5619102	R-HSA-5659729
R-HSA-5619102	R-HSA-5659735
R-HSA-5619102	R-HSA-5660686
R-HSA-5619102	R-HSA-5660724
R-HSA-5619102	R-HSA-5660862
R-HSA-5619102	R-HSA-5660883
R-HSA-5619102	R-HSA-5663020
R-HSA-5619102	R-HSA-9036092
R-HSA-5619115	R-HSA-5619084
R-HSA-5619115	R-HSA-5619102
R-HSA-5619507	R-HSA-5617472
R-HSA-5620920	R-HSA-5620916
R-HSA-5620920	R-HSA-5620922
R-HSA-5620920	R-HSA-5624138
R-HSA-5620920	R-HSA-5624958
R-HSA-5621481	R-HSA-5607764
R-HSA-5621481	R-HSA-5621480
R-HSA-5621481	R-HSA-5621575
R-HSA-5625740	R-HSA-5625886
R-HSA-5632684	R-HSA-5632681
R-HSA-5632684	R-HSA-5635838
R-HSA-5632684	R-HSA-5635851
R-HSA-5633007	R-HSA-6804756
R-HSA-5633007	R-HSA-6804758
R-HSA-5633007	R-HSA-6804759
R-HSA-5633007	R-HSA-6804760
R-HSA-5633007	R-HSA-6806003
R-HSA-5633008	R-HSA-6803204
R-HSA-5633008	R-HSA-6803205
R-HSA-5633008	R-HSA-6803207
R-HSA-5633008	R-HSA-6803211
R-HSA-5637812	R-HSA-5637810
R-HSA-5637815	R-HSA-1236382
R-HSA-5638302	R-HSA-5638303
R-HSA-5652084	R-HSA-5652227
R-HSA-5652084	R-HSA-70350
R-HSA-5653656	R-HSA-199991
R-HSA-5653656	R-HSA-2173782
R-HSA-5654687	R-HSA-5654219
R-HSA-5654687	R-HSA-5654688
R-HSA-5654687	R-HSA-5654689
R-HSA-5654687	R-HSA-5654693
R-HSA-5654696	R-HSA-5654221
R-HSA-5654696	R-HSA-5654695
R-HSA-5654696	R-HSA-5654699
R-HSA-5654696	R-HSA-5654700
R-HSA-5654708	R-HSA-5654227
R-HSA-5654708	R-HSA-5654704
R-HSA-5654708	R-HSA-5654706
R-HSA-5654708	R-HSA-5654710
R-HSA-5654716	R-HSA-5654228
R-HSA-5654716	R-HSA-5654712
R-HSA-5654716	R-HSA-5654719
R-HSA-5654716	R-HSA-5654720
R-HSA-5654726	R-HSA-1295596
R-HSA-5654727	R-HSA-1295596
R-HSA-5654732	R-HSA-1295596
R-HSA-5654733	R-HSA-1295596
R-HSA-5654736	R-HSA-190242
R-HSA-5654736	R-HSA-5654687
R-HSA-5654736	R-HSA-5654726
R-HSA-5654736	R-HSA-5658623
R-HSA-5654738	R-HSA-190241
R-HSA-5654738	R-HSA-5654696
R-HSA-5654738	R-HSA-5654727
R-HSA-5654738	R-HSA-6803529
R-HSA-5654741	R-HSA-190239
R-HSA-5654741	R-HSA-5654708
R-HSA-5654741	R-HSA-5654732
R-HSA-5654743	R-HSA-190322
R-HSA-5654743	R-HSA-5654716
R-HSA-5654743	R-HSA-5654733
R-HSA-5655253	R-HSA-1839126
R-HSA-5655291	R-HSA-1839128
R-HSA-5655302	R-HSA-1839124
R-HSA-5655332	R-HSA-2033514
R-HSA-5660526	R-HSA-5660489
R-HSA-5660526	R-HSA-5661231
R-HSA-5663084	R-HSA-2206281
R-HSA-5663084	R-HSA-3229121
R-HSA-5663084	R-HSA-5657560
R-HSA-5663084	R-HSA-5657562
R-HSA-5663084	R-HSA-5659898
R-HSA-5663084	R-HSA-5662853
R-HSA-5663084	R-HSA-6791465
R-HSA-5663202	R-HSA-1226099
R-HSA-5663202	R-HSA-1227990
R-HSA-5663202	R-HSA-1643713
R-HSA-5663202	R-HSA-2219528
R-HSA-5663202	R-HSA-2644603
R-HSA-5663202	R-HSA-3304351
R-HSA-5663202	R-HSA-4791275
R-HSA-5663202	R-HSA-5387390
R-HSA-5663202	R-HSA-6802957
R-HSA-5663202	R-HSA-9669938
R-HSA-5663202	R-HSA-9671555
R-HSA-5663202	R-HSA-9682385
R-HSA-5663202	R-HSA-9700206
R-HSA-5663205	R-HSA-162906
R-HSA-5663205	R-HSA-168255
R-HSA-5663205	R-HSA-5339562
R-HSA-5663205	R-HSA-8876384
R-HSA-5663205	R-HSA-9609646
R-HSA-5663205	R-HSA-9635486
R-HSA-5663205	R-HSA-9658195
R-HSA-5663205	R-HSA-9679506
R-HSA-5668541	R-HSA-5669034
R-HSA-5668541	R-HSA-5676590
R-HSA-5668541	R-HSA-5676594
R-HSA-5668914	R-HSA-2160456
R-HSA-5668914	R-HSA-2978092
R-HSA-5668914	R-HSA-3296482
R-HSA-5668914	R-HSA-3781865
R-HSA-5668914	R-HSA-5579029
R-HSA-5668914	R-HSA-5579031
R-HSA-5668914	R-HSA-5663084
R-HSA-5668914	R-HSA-5687613
R-HSA-5668914	R-HSA-9735804
R-HSA-5668914	R-HSA-9759774
R-HSA-5673001	R-HSA-5658442
R-HSA-5673001	R-HSA-5673000
R-HSA-5673001	R-HSA-5674135
R-HSA-5673001	R-HSA-5675221
R-HSA-5673001	R-HSA-9648002
R-HSA-5675221	R-HSA-5674499
R-HSA-5675482	R-HSA-5218900
R-HSA-5683057	R-HSA-5684996
R-HSA-5683057	R-HSA-5687128
R-HSA-5684996	R-HSA-112409
R-HSA-5684996	R-HSA-5673001
R-HSA-5685942	R-HSA-5693537
R-HSA-5685942	R-HSA-5693579
R-HSA-5687613	R-HSA-5687583
R-HSA-5687613	R-HSA-5687868
R-HSA-5687613	R-HSA-5688031
R-HSA-5687613	R-HSA-5688354
R-HSA-5687613	R-HSA-5688399
R-HSA-5687613	R-HSA-5688849
R-HSA-5687613	R-HSA-5688890
R-HSA-5688426	R-HSA-5689603
R-HSA-5688426	R-HSA-5689877
R-HSA-5688426	R-HSA-5689880
R-HSA-5688426	R-HSA-5689896
R-HSA-5688426	R-HSA-5689901
R-HSA-5693532	R-HSA-5693538
R-HSA-5693532	R-HSA-5693571
R-HSA-5693532	R-HSA-5693606
R-HSA-5693537	R-HSA-5693554
R-HSA-5693537	R-HSA-5693568
R-HSA-5693538	R-HSA-5685939
R-HSA-5693538	R-HSA-5693567
R-HSA-5693567	R-HSA-5685938
R-HSA-5693567	R-HSA-5685942
R-HSA-5693567	R-HSA-5693607
R-HSA-5693579	R-HSA-5693616
R-HSA-5693606	R-HSA-5693548
R-HSA-5693606	R-HSA-5693565
R-HSA-5696398	R-HSA-5696399
R-HSA-5696398	R-HSA-6781827
R-HSA-5696399	R-HSA-5696394
R-HSA-5696399	R-HSA-5696395
R-HSA-5696399	R-HSA-5696397
R-HSA-5696399	R-HSA-5696400
R-HSA-597592	R-HSA-163125
R-HSA-597592	R-HSA-163841
R-HSA-597592	R-HSA-2990846
R-HSA-597592	R-HSA-446203
R-HSA-597592	R-HSA-5173105
R-HSA-597592	R-HSA-5688426
R-HSA-597592	R-HSA-8852135
R-HSA-597592	R-HSA-8873719
R-HSA-597592	R-HSA-8876725
R-HSA-597592	R-HSA-8951664
R-HSA-597592	R-HSA-8955332
R-HSA-597592	R-HSA-8957275
R-HSA-611105	R-HSA-6799198
R-HSA-622312	R-HSA-844455
R-HSA-622312	R-HSA-844456
R-HSA-622312	R-HSA-844615
R-HSA-622312	R-HSA-844623
R-HSA-622323	R-HSA-629587
R-HSA-622323	R-HSA-629597
R-HSA-622327	R-HSA-629587
R-HSA-622327	R-HSA-629594
R-HSA-6781827	R-HSA-6781823
R-HSA-6781827	R-HSA-6782135
R-HSA-6781827	R-HSA-6782210
R-HSA-6782315	R-HSA-6782861
R-HSA-6783310	R-HSA-9750126
R-HSA-6783589	R-HSA-1059683
R-HSA-6783589	R-HSA-6788467
R-HSA-6791312	R-HSA-6804114
R-HSA-6791312	R-HSA-6804115
R-HSA-6791312	R-HSA-6804116
R-HSA-6791465	R-HSA-5659996
R-HSA-6791465	R-HSA-6791055
R-HSA-6791465	R-HSA-6791461
R-HSA-6791465	R-HSA-6791462
R-HSA-6794362	R-HSA-388844
R-HSA-6794362	R-HSA-6794361
R-HSA-6794362	R-HSA-8849932
R-HSA-6802949	R-HSA-9649913
R-HSA-6802949	R-HSA-9649948
R-HSA-6802957	R-HSA-6802946
R-HSA-6802957	R-HSA-6802948
R-HSA-6802957	R-HSA-6802949
R-HSA-6802957	R-HSA-6802952
R-HSA-6802957	R-HSA-6802953
R-HSA-6802957	R-HSA-6802955
R-HSA-6802957	R-HSA-9652169
R-HSA-6802957	R-HSA-9652817
R-HSA-6802957	R-HSA-9656223
R-HSA-6802957	R-HSA-9660537
R-HSA-6803157	R-HSA-1461973
R-HSA-6803157	R-HSA-6799990
R-HSA-6803157	R-HSA-6803544
R-HSA-6804758	R-HSA-6811555
R-HSA-6805567	R-HSA-6809371
R-HSA-6806003	R-HSA-6804754
R-HSA-6806003	R-HSA-6804757
R-HSA-6806667	R-HSA-6806664
R-HSA-6806667	R-HSA-8877627
R-HSA-6806667	R-HSA-975634
R-HSA-6806834	R-HSA-6806942
R-HSA-6806834	R-HSA-6807004
R-HSA-6806834	R-HSA-8851805
R-HSA-6806834	R-HSA-8851907
R-HSA-6806834	R-HSA-8865999
R-HSA-6806834	R-HSA-8875656
R-HSA-6806834	R-HSA-8875791
R-HSA-6806834	R-HSA-8875878
R-HSA-6807004	R-HSA-9734091
R-HSA-6807070	R-HSA-8943723
R-HSA-6807070	R-HSA-8943724
R-HSA-6807070	R-HSA-8948747
R-HSA-6807070	R-HSA-8948751
R-HSA-6811442	R-HSA-6811438
R-HSA-6811442	R-HSA-6811440
R-HSA-6811442	R-HSA-8856688
R-HSA-68867	R-HSA-68616
R-HSA-68867	R-HSA-68689
R-HSA-68875	R-HSA-162658
R-HSA-68875	R-HSA-2299718
R-HSA-68875	R-HSA-2465910
R-HSA-68875	R-HSA-2980766
R-HSA-68877	R-HSA-2500257
R-HSA-68877	R-HSA-2514853
R-HSA-68877	R-HSA-380320
R-HSA-68877	R-HSA-9648025
R-HSA-68882	R-HSA-2467813
R-HSA-68882	R-HSA-2995410
R-HSA-68884	R-HSA-2470946
R-HSA-68886	R-HSA-2555396
R-HSA-68886	R-HSA-68875
R-HSA-68886	R-HSA-68877
R-HSA-68886	R-HSA-68884
R-HSA-69002	R-HSA-68867
R-HSA-69002	R-HSA-68962
R-HSA-69052	R-HSA-68949
R-HSA-69052	R-HSA-69017
R-HSA-69109	R-HSA-69091
R-HSA-69183	R-HSA-69166
R-HSA-69186	R-HSA-69091
R-HSA-69186	R-HSA-69183
R-HSA-69190	R-HSA-176974
R-HSA-69190	R-HSA-69109
R-HSA-69190	R-HSA-69186
R-HSA-69202	R-HSA-187577
R-HSA-69202	R-HSA-69200
R-HSA-69206	R-HSA-113510
R-HSA-69206	R-HSA-68962
R-HSA-69206	R-HSA-69202
R-HSA-69206	R-HSA-69205
R-HSA-69231	R-HSA-9754119
R-HSA-69236	R-HSA-69231
R-HSA-69239	R-HSA-68952
R-HSA-69239	R-HSA-69052
R-HSA-69239	R-HSA-69190
R-HSA-69242	R-HSA-2468052
R-HSA-69242	R-HSA-69239
R-HSA-69242	R-HSA-69656
R-HSA-69242	R-HSA-75815
R-HSA-69273	R-HSA-170145
R-HSA-69275	R-HSA-156711
R-HSA-69275	R-HSA-2565942
R-HSA-69275	R-HSA-380287
R-HSA-69275	R-HSA-69273
R-HSA-69275	R-HSA-8852276
R-HSA-69275	R-HSA-8854050
R-HSA-69275	R-HSA-8854518
R-HSA-69275	R-HSA-8854521
R-HSA-69278	R-HSA-453274
R-HSA-69278	R-HSA-453276
R-HSA-69278	R-HSA-453279
R-HSA-69278	R-HSA-68886
R-HSA-69278	R-HSA-69242
R-HSA-69306	R-HSA-69002
R-HSA-69306	R-HSA-69239
R-HSA-69473	R-HSA-75035
R-HSA-69481	R-HSA-176187
R-HSA-69481	R-HSA-69473
R-HSA-69481	R-HSA-69478
R-HSA-69541	R-HSA-349425
R-HSA-69560	R-HSA-69895
R-HSA-69563	R-HSA-69541
R-HSA-69563	R-HSA-69560
R-HSA-69580	R-HSA-69563
R-HSA-69610	R-HSA-69601
R-HSA-69613	R-HSA-69610
R-HSA-69615	R-HSA-69580
R-HSA-69615	R-HSA-69613
R-HSA-69618	R-HSA-141405
R-HSA-69618	R-HSA-141424
R-HSA-69620	R-HSA-69481
R-HSA-69620	R-HSA-69615
R-HSA-69620	R-HSA-69618
R-HSA-69656	R-HSA-187577
R-HSA-70171	R-HSA-170822
R-HSA-70171	R-HSA-9634600
R-HSA-70268	R-HSA-204174
R-HSA-70326	R-HSA-70171
R-HSA-70326	R-HSA-70263
R-HSA-71291	R-HSA-1614635
R-HSA-71291	R-HSA-209776
R-HSA-71291	R-HSA-2408522
R-HSA-71291	R-HSA-351202
R-HSA-71291	R-HSA-389661
R-HSA-71291	R-HSA-5662702
R-HSA-71291	R-HSA-6798163
R-HSA-71291	R-HSA-70635
R-HSA-71291	R-HSA-70688
R-HSA-71291	R-HSA-70895
R-HSA-71291	R-HSA-70921
R-HSA-71291	R-HSA-71064
R-HSA-71291	R-HSA-71240
R-HSA-71291	R-HSA-71262
R-HSA-71291	R-HSA-71288
R-HSA-71291	R-HSA-8849175
R-HSA-71291	R-HSA-8963691
R-HSA-71291	R-HSA-8963693
R-HSA-71291	R-HSA-8964539
R-HSA-71291	R-HSA-8964540
R-HSA-71291	R-HSA-977347
R-HSA-71336	R-HSA-73843
R-HSA-71387	R-HSA-1630316
R-HSA-71387	R-HSA-5652084
R-HSA-71387	R-HSA-5653890
R-HSA-71387	R-HSA-5661270
R-HSA-71387	R-HSA-70326
R-HSA-71387	R-HSA-70370
R-HSA-71387	R-HSA-71336
R-HSA-71387	R-HSA-8853383
R-HSA-71387	R-HSA-8982491
R-HSA-71387	R-HSA-9033658
R-HSA-71406	R-HSA-70268
R-HSA-71406	R-HSA-71403
R-HSA-71406	R-HSA-880009
R-HSA-72172	R-HSA-72163
R-HSA-72172	R-HSA-72165
R-HSA-72200	R-HSA-75094
R-HSA-72202	R-HSA-159234
R-HSA-72202	R-HSA-159236
R-HSA-72203	R-HSA-72172
R-HSA-72203	R-HSA-72187
R-HSA-72203	R-HSA-72202
R-HSA-72306	R-HSA-6782315
R-HSA-72306	R-HSA-6784531
R-HSA-72306	R-HSA-6785470
R-HSA-72306	R-HSA-6787450
R-HSA-72312	R-HSA-8868766
R-HSA-72312	R-HSA-8868773
R-HSA-72613	R-HSA-156827
R-HSA-72613	R-HSA-72737
R-HSA-72662	R-HSA-72649
R-HSA-72737	R-HSA-72662
R-HSA-72737	R-HSA-72689
R-HSA-72737	R-HSA-72695
R-HSA-72737	R-HSA-72702
R-HSA-72737	R-HSA-72706
R-HSA-72737	R-HSA-72731
R-HSA-72766	R-HSA-156842
R-HSA-72766	R-HSA-1799339
R-HSA-72766	R-HSA-379724
R-HSA-72766	R-HSA-5368287
R-HSA-72766	R-HSA-72613
R-HSA-72766	R-HSA-72764
R-HSA-73854	R-HSA-73728
R-HSA-73854	R-HSA-73762
R-HSA-73854	R-HSA-73772
R-HSA-73857	R-HSA-212436
R-HSA-73857	R-HSA-674695
R-HSA-73857	R-HSA-6807505
R-HSA-73857	R-HSA-73779
R-HSA-73857	R-HSA-73856
R-HSA-73857	R-HSA-75955
R-HSA-73857	R-HSA-76042
R-HSA-73857	R-HSA-77075
R-HSA-73864	R-HSA-73854
R-HSA-73864	R-HSA-73863
R-HSA-73884	R-HSA-73929
R-HSA-73884	R-HSA-73933
R-HSA-73886	R-HSA-157579
R-HSA-73886	R-HSA-774815
R-HSA-73887	R-HSA-193704
R-HSA-73887	R-HSA-75157
R-HSA-73887	R-HSA-75158
R-HSA-73887	R-HSA-75893
R-HSA-73893	R-HSA-110313
R-HSA-73893	R-HSA-110314
R-HSA-73894	R-HSA-5358508
R-HSA-73894	R-HSA-5693532
R-HSA-73894	R-HSA-5696398
R-HSA-73894	R-HSA-6783310
R-HSA-73894	R-HSA-73884
R-HSA-73894	R-HSA-73893
R-HSA-73894	R-HSA-73942
R-HSA-73927	R-HSA-110330
R-HSA-73927	R-HSA-110331
R-HSA-73928	R-HSA-110328
R-HSA-73928	R-HSA-110329
R-HSA-73929	R-HSA-73927
R-HSA-73929	R-HSA-73928
R-HSA-73929	R-HSA-9636003
R-HSA-73929	R-HSA-9730737
R-HSA-73933	R-HSA-110357
R-HSA-73933	R-HSA-110373
R-HSA-73933	R-HSA-110381
R-HSA-73933	R-HSA-5649702
R-HSA-73942	R-HSA-5657655
R-HSA-73942	R-HSA-73943
R-HSA-73942	R-HSA-9729902
R-HSA-73943	R-HSA-112122
R-HSA-73943	R-HSA-112126
R-HSA-74158	R-HSA-73780
R-HSA-74158	R-HSA-73980
R-HSA-74158	R-HSA-749476
R-HSA-74158	R-HSA-76046
R-HSA-74160	R-HSA-211000
R-HSA-74160	R-HSA-212165
R-HSA-74160	R-HSA-73857
R-HSA-74160	R-HSA-73864
R-HSA-74160	R-HSA-74158
R-HSA-74160	R-HSA-75944
R-HSA-74182	R-HSA-77108
R-HSA-74182	R-HSA-77111
R-HSA-74259	R-HSA-2393930
R-HSA-74751	R-HSA-112399
R-HSA-74751	R-HSA-74713
R-HSA-74751	R-HSA-74749
R-HSA-74752	R-HSA-74751
R-HSA-74752	R-HSA-77387
R-HSA-75064	R-HSA-75102
R-HSA-75064	R-HSA-77042
R-HSA-75067	R-HSA-111367
R-HSA-75067	R-HSA-77588
R-HSA-75067	R-HSA-77595
R-HSA-75072	R-HSA-72200
R-HSA-75072	R-HSA-75064
R-HSA-75105	R-HSA-75876
R-HSA-75153	R-HSA-111465
R-HSA-75153	R-HSA-140342
R-HSA-75153	R-HSA-211736
R-HSA-75893	R-HSA-5357786
R-HSA-75893	R-HSA-5357905
R-HSA-75893	R-HSA-5357956
R-HSA-75893	R-HSA-5626978
R-HSA-75944	R-HSA-163282
R-HSA-75944	R-HSA-163316
R-HSA-75955	R-HSA-112382
R-HSA-75955	R-HSA-113418
R-HSA-76002	R-HSA-114508
R-HSA-76002	R-HSA-114604
R-HSA-76002	R-HSA-392518
R-HSA-76002	R-HSA-430116
R-HSA-76002	R-HSA-456926
R-HSA-76002	R-HSA-76005
R-HSA-76002	R-HSA-76009
R-HSA-76005	R-HSA-114516
R-HSA-76005	R-HSA-114608
R-HSA-76009	R-HSA-354192
R-HSA-76009	R-HSA-392023
R-HSA-76042	R-HSA-73776
R-HSA-76042	R-HSA-75953
R-HSA-76046	R-HSA-76061
R-HSA-76046	R-HSA-76066
R-HSA-76046	R-HSA-76071
R-HSA-77286	R-HSA-77285
R-HSA-77286	R-HSA-77305
R-HSA-77286	R-HSA-77310
R-HSA-77286	R-HSA-77346
R-HSA-77286	R-HSA-77348
R-HSA-77286	R-HSA-77350
R-HSA-77286	R-HSA-77352
R-HSA-77289	R-HSA-71032
R-HSA-77289	R-HSA-77286
R-HSA-77289	R-HSA-77288
R-HSA-774815	R-HSA-606279
R-HSA-877300	R-HSA-877312
R-HSA-881907	R-HSA-2179392
R-HSA-8848021	R-HSA-8847993
R-HSA-8848021	R-HSA-8849468
R-HSA-8848021	R-HSA-8849469
R-HSA-8848021	R-HSA-8849470
R-HSA-8848021	R-HSA-8849471
R-HSA-8848021	R-HSA-8849472
R-HSA-8848021	R-HSA-8849473
R-HSA-8848021	R-HSA-8849474
R-HSA-8848021	R-HSA-8857538
R-HSA-8848584	R-HSA-75896
R-HSA-8848584	R-HSA-9640463
R-HSA-8852135	R-HSA-8866652
R-HSA-8852135	R-HSA-8866654
R-HSA-8856688	R-HSA-6811434
R-HSA-8856688	R-HSA-6811436
R-HSA-8856828	R-HSA-8856825
R-HSA-8863678	R-HSA-8862803
R-HSA-8863795	R-HSA-1358803
R-HSA-8864260	R-HSA-8866904
R-HSA-8864260	R-HSA-8866906
R-HSA-8864260	R-HSA-8866907
R-HSA-8864260	R-HSA-8866910
R-HSA-8864260	R-HSA-8866911
R-HSA-8864260	R-HSA-8869496
R-HSA-8868766	R-HSA-6793080
R-HSA-8868773	R-HSA-6790901
R-HSA-8868773	R-HSA-6791226
R-HSA-8875878	R-HSA-8874081
R-HSA-8875878	R-HSA-8875513
R-HSA-8875878	R-HSA-8875555
R-HSA-8876384	R-HSA-8875360
R-HSA-8876384	R-HSA-8876493
R-HSA-8878159	R-HSA-8941855
R-HSA-8878159	R-HSA-8941856
R-HSA-8878159	R-HSA-8941858
R-HSA-8878159	R-HSA-8949275
R-HSA-8878159	R-HSA-8951430
R-HSA-8878159	R-HSA-8951671
R-HSA-8878159	R-HSA-8951911
R-HSA-8878159	R-HSA-8951936
R-HSA-8878159	R-HSA-8952158
R-HSA-8878166	R-HSA-8939902
R-HSA-8878166	R-HSA-8941326
R-HSA-8878166	R-HSA-8941332
R-HSA-8878166	R-HSA-8941333
R-HSA-8878171	R-HSA-8877330
R-HSA-8878171	R-HSA-8931987
R-HSA-8878171	R-HSA-8934593
R-HSA-8878171	R-HSA-8935964
R-HSA-8878171	R-HSA-8936459
R-HSA-8878171	R-HSA-8939236
R-HSA-8878171	R-HSA-8939242
R-HSA-8878171	R-HSA-8939243
R-HSA-8878171	R-HSA-8939245
R-HSA-8878171	R-HSA-8939246
R-HSA-8878171	R-HSA-8939247
R-HSA-8878171	R-HSA-8939256
R-HSA-888590	R-HSA-888568
R-HSA-888590	R-HSA-888593
R-HSA-888590	R-HSA-916853
R-HSA-8935690	R-HSA-189085
R-HSA-8935690	R-HSA-192456
R-HSA-8939211	R-HSA-9009391
R-HSA-8939211	R-HSA-9018519
R-HSA-8941326	R-HSA-8940973
R-HSA-8941326	R-HSA-8941284
R-HSA-8943723	R-HSA-8948700
R-HSA-8949215	R-HSA-8949664
R-HSA-8953854	R-HSA-194441
R-HSA-8953854	R-HSA-428359
R-HSA-8953854	R-HSA-429914
R-HSA-8953854	R-HSA-450531
R-HSA-8953854	R-HSA-72086
R-HSA-8953854	R-HSA-72203
R-HSA-8953854	R-HSA-72306
R-HSA-8953854	R-HSA-72312
R-HSA-8953854	R-HSA-75067
R-HSA-8953854	R-HSA-75072
R-HSA-8953854	R-HSA-927802
R-HSA-8953897	R-HSA-2262752
R-HSA-8953897	R-HSA-5660526
R-HSA-8956319	R-HSA-73621
R-HSA-8956319	R-HSA-74259
R-HSA-8956319	R-HSA-8850843
R-HSA-8956320	R-HSA-500753
R-HSA-8956320	R-HSA-73817
R-HSA-8956321	R-HSA-73614
R-HSA-8956321	R-HSA-74217
R-HSA-8957322	R-HSA-1655829
R-HSA-8957322	R-HSA-191273
R-HSA-8957322	R-HSA-194068
R-HSA-8957322	R-HSA-196071
R-HSA-8957322	R-HSA-196791
R-HSA-8963676	R-HSA-8963678
R-HSA-8963676	R-HSA-8981373
R-HSA-8963691	R-HSA-8963684
R-HSA-8963691	R-HSA-8964208
R-HSA-8963743	R-HSA-8935690
R-HSA-8963743	R-HSA-8963676
R-HSA-8963898	R-HSA-8866423
R-HSA-8963898	R-HSA-8963888
R-HSA-8963898	R-HSA-8963896
R-HSA-8963899	R-HSA-8963889
R-HSA-8963899	R-HSA-8963901
R-HSA-8963899	R-HSA-8964041
R-HSA-8963899	R-HSA-8964058
R-HSA-8964043	R-HSA-8866427
R-HSA-8964043	R-HSA-8964011
R-HSA-8964043	R-HSA-8964026
R-HSA-8964043	R-HSA-8964038
R-HSA-8964043	R-HSA-8964046
R-HSA-8978868	R-HSA-200425
R-HSA-8978868	R-HSA-2046104
R-HSA-8978868	R-HSA-2142753
R-HSA-8978868	R-HSA-390918
R-HSA-8978868	R-HSA-75105
R-HSA-8978868	R-HSA-77289
R-HSA-8978934	R-HSA-1474151
R-HSA-8978934	R-HSA-2142789
R-HSA-8978934	R-HSA-389542
R-HSA-8979227	R-HSA-163560
R-HSA-8979227	R-HSA-75109
R-HSA-8982491	R-HSA-3322077
R-HSA-8982491	R-HSA-70221
R-HSA-8986944	R-HSA-9022692
R-HSA-8986944	R-HSA-9022699
R-HSA-8986944	R-HSA-9022702
R-HSA-8986944	R-HSA-9022707
R-HSA-8986944	R-HSA-9022927
R-HSA-9005891	R-HSA-9022534
R-HSA-9005891	R-HSA-9022535
R-HSA-9005891	R-HSA-9022537
R-HSA-9005891	R-HSA-9022538
R-HSA-9005895	R-HSA-9005891
R-HSA-9006115	R-HSA-9024909
R-HSA-9006115	R-HSA-9025046
R-HSA-9006115	R-HSA-9026357
R-HSA-9006115	R-HSA-9026519
R-HSA-9006115	R-HSA-9026527
R-HSA-9006115	R-HSA-9028335
R-HSA-9006115	R-HSA-9028731
R-HSA-9006115	R-HSA-9032500
R-HSA-9006115	R-HSA-9032845
R-HSA-9006335	R-HSA-9027276
R-HSA-9006335	R-HSA-9027277
R-HSA-9006335	R-HSA-9027283
R-HSA-9006335	R-HSA-9027284
R-HSA-9006821	R-HSA-9670621
R-HSA-9006925	R-HSA-1257604
R-HSA-9006925	R-HSA-1489509
R-HSA-9006927	R-HSA-8848021
R-HSA-9006931	R-HSA-5362517
